movieId,item_idx,title,genres
2139,1067,"Secret of NIMH, The (1982)",Animation|Children's
2085,1068,101 Dalmatians (1961),Animation|Children's
313,1069,"Swan Princess, The (1994)",Animation|Children's
1033,1070,"Fox and the Hound, The (1981)",Animation|Children's
2089,1071,"Rescuers Down Under, The (1990)",Animation|Children's
616,1072,"Aristocats, The (1970)",Animation|Children's
1064,1073,Aladdin and the King of Thieves (1996),Animation|Children's|Comedy
2141,1074,"American Tail, An (1986)",Animation|Children's|Comedy
2142,1075,American Tail," Fievel Goes West, An (1991)"
2123,1076,All Dogs Go to Heaven (1989),Animation|Children's
262,1077,"Little Princess, A (1995)",Children's|Drama
3397,1078,"Great Muppet Caper, The (1981)",Children's|Comedy
3398,1079,"Muppets Take Manhattan, The (1984)",Children's|Comedy
2052,1080,Hocus Pocus (1993),Children's|Comedy
1013,1081,"Parent Trap, The (1961)",Children's|Drama
2083,1082,"Muppet Christmas Carol, The (1992)",Children's|Musical
2014,1083,Freaky Friday (1977),Children's|Comedy
3399,1084,Sesame Street Presents Follow That Bird (1985),Children's|Comedy
2042,1085,D2, The Mighty Ducks (1994)
2953,1086,Home Alone 2, Lost in New York (1992)
1005,1087,D3, The Mighty Ducks (1996)
493,1088,Menace II Society (1993),Action|Crime|Drama
532,1089,Serial Mom (1994),Comedy|Crime|Horror
2248,1090,Say Anything... (1989),Comedy|Drama|Romance
1956,1091,Ordinary People (1980),Drama
2348,1092,Sid and Nancy (1986),Drama
1960,1093,"Last Emperor, The (1987)",Drama|War
1094,1094,"Crying Game, The (1992)",Drama|Romance|War
222,1095,Circle of Friends (1995),Drama|Romance
1186,1096,"Sex, Lies, and Videotape (1989)",Drama
232,1097,Eat Drink Man Woman (1994),Comedy|Drama
2020,1098,Dangerous Liaisons (1988),Drama|Romance
2025,1099,Lolita (1997),Drama|Romance
2739,1100,"Color Purple, The (1985)",Drama
3526,1101,Parenthood (1989),Comedy|Drama
302,1102,Queen Margot (La Reine Margot) (1994),Drama|Romance
475,1103,In the Name of the Father (1993),Drama
86,1104,White Squall (1996),Adventure|Drama
2573,1105,Tango (1998),Drama
2718,1106,Drop Dead Gorgeous (1999),Comedy
2145,1107,Pretty in Pink (1986),Comedy|Drama|Romance
261,1108,Little Women (1994),Drama
26,1109,Othello (1995),Drama
2991,1110,Live and Let Die (1973),Action
2949,1111,Dr. No (1962),Action
2376,1112,"View to a Kill, A (1985)",Action
3082,1113,"World Is Not Enough, The (1999)",Action|Thriller
3208,1114,Loaded Weapon 1 (1993),Action|Comedy
2338,1115,I Still Know What You Did Last Summer (1998),Horror|Mystery|Thriller
1373,1116,Star Trek V, The Final Frontier (1989)
420,1117,Beverly Hills Cop III (1994),Action|Comedy
1772,1118,Blues Brothers 2000 (1998),Action|Comedy|Musical
3596,1119,Screwed (2000),Comedy
2296,1120,"Night at the Roxbury, A (1998)",Comedy
1407,1121,Scream (1996),Horror|Thriller
1717,1122,Scream 2 (1997),Horror|Thriller
3273,1123,Scream 3 (2000),Horror|Mystery|Thriller
2860,1124,Blue Streak (1999),Comedy
2195,1125,Dirty Work (1998),Comedy
1350,1126,"Omen, The (1976)",Horror
2789,1127,Damien, Omen II (1978)
2790,1128,"Final Conflict, The (a.k.a. Omen III", The Final Conflict) (1981)
1219,1129,Psycho (1960),Horror|Thriller
1258,1130,"Shining, The (1980)",Horror
2638,1131,"Mummy's Tomb, The (1942)",Horror
2646,1132,House of Dracula (1945),Horror
2647,1133,House of Frankenstein (1944),Horror
2648,1134,Frankenstein (1931),Horror
2160,1135,Rosemary's Baby (1968),Horror|Thriller
1994,1136,Poltergeist (1982),Horror|Thriller
1321,1137,"American Werewolf in London, An (1981)",Horror
2644,1138,Dracula (1931),Horror
1340,1139,Bride of Frankenstein (1935),Horror
2633,1140,"Mummy, The (1932)",Horror|Romance
3930,1141,"Creature From the Black Lagoon, The (1954)",Horror
842,1142,Tales from the Crypt Presents, Bordello of Blood (1996)
1327,1143,"Amityville Horror, The (1979)",Horror
1334,1144,"Blob, The (1958)",Horror|Sci-Fi
330,1145,Tales from the Hood (1995),Comedy|Horror
2103,1146,Tall Tale (1994),Adventure|Children's
2064,1147,Roger & Me (1989),Comedy|Documentary
785,1148,Kingpin (1996),Comedy
3752,1149,"Me, Myself and Irene (2000)",Comedy
2502,1150,Office Space (1999),Comedy|Romance
3325,1151,"Next Best Thing, The (2000)",Comedy|Drama
1974,1152,Friday the 13th (1980),Horror
2004,1153,Gremlins 2, The New Batch (1990)
2367,1154,King Kong (1976),Action|Adventure|Horror
2990,1155,Licence to Kill (1989),Action
1655,1156,Phantoms (1998),Horror
2574,1157,"Out-of-Towners, The (1999)",Comedy
2782,1158,Pit and the Pendulum (1961),Horror
879,1159,"Relic, The (1997)",Horror
2649,1160,Son of Frankenstein (1939),Horror
2653,1161,Son of Dracula (1943),Horror
2836,1162,Outside Providence (1999),Comedy
1468,1163,Booty Call (1997),Comedy|Romance
1694,1164,"Apostle, The (1997)",Drama
585,1165,"Brady Bunch Movie, The (1995)",Comedy
3053,1166,Messenger," The Story of Joan of Arc, The (1999)"
3268,1167,Stop! Or My Mom Will Shoot (1992),Action|Comedy
3774,1168,House Party 2 (1991),Comedy
3000,1169,"Princess Mononoke, The (Mononoke Hime) (1997)",Action|Adventure|Animation
2800,1170,Little Nemo, Adventures in Slumberland (1992)
771,1171,"Vie est belle, La (Life is Rosey) (1987)",Comedy|Drama
2189,1172,I Married A Strange Person (1997),Animation
1405,1173,Beavis and Butt-head Do America (1996),Animation|Comedy
1222,1174,Full Metal Jacket (1987),Action|Drama|War
1047,1175,"Long Kiss Goodnight, The (1996)",Action|Thriller
2263,1176,"Seventh Sign, The (1988)",Thriller
1205,1177,Transformers," The Movie, The (1986)"
1438,1178,Dante's Peak (1997),Action|Thriller
849,1179,Escape from L.A. (1996),Action|Adventure|Sci-Fi|Thriller
786,1180,Eraser (1996),Action|Thriller
185,1181,"Net, The (1995)",Sci-Fi|Thriller
1037,1182,"Lawnmower Man, The (1992)",Action|Sci-Fi|Thriller
3661,1183,Puppet Master II (1990),Horror|Sci-Fi|Thriller
798,1184,Daylight (1996),Action|Adventure|Thriller
3835,1185,"Crush, The (1993)",Thriller
2122,1186,Children of the Corn (1984),Horror|Thriller
3355,1187,"Ninth Gate, The (2000)",Thriller
2265,1188,Nothing But Trouble (1991),Adventure|Comedy
3210,1189,Fast Times at Ridgemont High (1982),Comedy
2134,1190,Weird Science (1985),Comedy
2150,1191,"Gods Must Be Crazy, The (1980)",Comedy
2416,1192,Back to School (1986),Comedy
2794,1193,European Vacation (1985),Comedy
2413,1194,Clue (1985),Comedy|Mystery
2792,1195,Airplane II, The Sequel (1982)
2478,1196,Three Amigos! (1986),Comedy|Western
2163,1197,Attack of the Killer Tomatoes! (1980),Comedy|Horror
2374,1198,Gung Ho (1986),Comedy|Drama
81,1199,Things to Do in Denver when You're Dead (1995),Crime|Drama|Romance
799,1200,"Frighteners, The (1996)",Comedy|Horror
3052,1201,Dogma (1999),Comedy
1425,1202,Fierce Creatures (1997),Comedy
3450,1203,Grumpy Old Men (1993),Comedy
312,1204,Stuart Saves His Family (1995),Comedy
2671,1205,Notting Hill (1999),Comedy|Romance
3120,1206,"Distinguished Gentleman, The (1992)",Comedy
3243,1207,Encino Man (1992),Comedy
2249,1208,My Blue Heaven (1990),Comedy
1689,1209,"Man Who Knew Too Little, The (1997)",Comedy|Mystery
3258,1210,Death Becomes Her (1992),Comedy
473,1211,In the Army Now (1994),Comedy|War
833,1212,High School High (1996),Comedy
818,1213,"Very Brady Sequel, A (1996)",Comedy
173,1214,Judge Dredd (1995),Action|Adventure|Sci-Fi
256,1215,Junior (1994),Comedy|Sci-Fi
1347,1216,"Nightmare on Elm Street, A (1984)",Horror
3917,1217,Hellraiser (1987),Horror
3017,1218,Creepshow 2 (1987),Horror
1991,1219,Child's Play (1988),Horror
3660,1220,Puppet Master (1989),Horror|Sci-Fi|Thriller
1799,1221,Suicide Kings (1997),Crime|Drama
429,1222,Cabin Boy (1994),Comedy
145,1223,Bad Boys (1995),Action
112,1224,Rumble in the Bronx (1995),Action|Adventure|Crime
1754,1225,Fallen (1998),Action|Mystery|Thriller
678,1226,Some Folks Call It a Sling Blade (1993),Drama|Thriller
65,1227,Bio-Dome (1996),Comedy
1034,1228,Freeway (1996),Crime
3896,1229,"Way of the Gun, The (2000)",Crime|Thriller
910,1230,Some Like It Hot (1959),Comedy|Crime
196,1231,Species (1995),Horror|Sci-Fi
2419,1232,Extremities (1986),Drama|Thriller
3708,1233,Firestarter (1984),Horror|Thriller
1249,1234,Nikita (La Femme Nikita) (1990),Thriller
3556,1235,"Virgin Suicides, The (1999)",Comedy|Drama
951,1236,His Girl Friday (1940),Comedy
3507,1237,"Odd Couple, The (1968)",Comedy
3618,1238,Small Time Crooks (2000),Comedy
2241,1239,Class (1983),Comedy
3952,1240,"Contender, The (2000)",Drama|Thriller
3920,1241,"Faraway, So Close (In Weiter Ferne, So Nah!) (1993)",Drama|Fantasy
1313,1242,Mad Dog Time (1996),Crime
2726,1243,"Killing, The (1956)",Crime|Film-Noir
3435,1244,Double Indemnity (1944),Crime|Film-Noir
1227,1245,Once Upon a Time in America (1984),Crime|Drama|Thriller
3521,1246,Mystery Train (1989),Comedy|Crime|Drama
1248,1247,Touch of Evil (1958),Crime|Film-Noir|Thriller
2917,1248,Body Heat (1981),Crime|Thriller
431,1249,Carlito's Way (1993),Crime|Drama
2511,1250,"Long Goodbye, The (1973)",Crime
3104,1251,Midnight Run (1988),Action|Adventure|Comedy|Crime
521,1252,Romeo Is Bleeding (1993),Crime|Thriller
3741,1253,Badlands (1973),Crime|Drama
3763,1254,F/X (1986),Action|Crime|Thriller
3338,1255,For All Mankind (1989),Documentary
556,1256,"War Room, The (1993)",Documentary
1189,1257,"Thin Blue Line, The (1988)",Documentary
1199,1258,Brazil (1985),Sci-Fi
1965,1259,Repo Man (1984),Comedy|Sci-Fi
3770,1260,Dreamscape (1984),Adventure|Crime|Sci-Fi|Thriller
1306,1261,Until the End of the World (Bis ans Ende der Welt) (1991),Drama|Sci-Fi
3474,1262,Retroactive (1997),Sci-Fi|Thriller
2808,1263,Universal Soldier (1992),Action|Sci-Fi
674,1264,Barbarella (1968),Adventure|Sci-Fi
2322,1265,Soldier (1998),Action|Adventure|Sci-Fi|Thriller|War
11,1266,"American President, The (1995)",Comedy|Drama|Romance
125,1267,Flirting With Disaster (1996),Comedy
1845,1268,Zero Effect (1998),Comedy|Thriller
45,1269,To Die For (1995),Comedy|Drama
187,1270,Party Girl (1995),Comedy
903,1271,Vertigo (1958),Mystery|Thriller
1212,1272,"Third Man, The (1949)",Mystery|Thriller
1218,1273,"Killer, The (Die xue shuang xiong) (1989)",Action|Thriller
3634,1274,Seven Days in May (1964),Thriller
1267,1275,"Manchurian Candidate, The (1962)",Film-Noir|Thriller
3420,1276,...And Justice for All (1979),Drama|Thriller
2202,1277,Lifeboat (1944),Drama|Thriller|War
3551,1278,Marathon Man (1976),Thriller
2118,1279,"Dead Zone, The (1983)",Horror|Thriller
3044,1280,Dead Again (1991),Mystery|Romance|Thriller
3505,1281,No Way Out (1987),Thriller
659,1282,Purple Noon (1960),Crime|Thriller
911,1283,Charade (1963),Comedy|Mystery|Romance|Thriller
2176,1284,Rope (1948),Thriller
2973,1285,Crimes and Misdemeanors (1989),Comedy
1958,1286,Terms of Endearment (1983),Comedy|Drama
3740,1287,Big Trouble in Little China (1986),Action|Comedy
2148,1288,House (1986),Comedy|Horror
2259,1289,Blame It on Rio (1984),Comedy|Romance
2409,1290,Rocky II (1979),Action|Drama
2410,1291,Rocky III (1982),Action|Drama
1388,1292,Jaws 2 (1978),Action|Horror
2411,1293,Rocky IV (1985),Action|Drama
2149,1294,House II, The Second Story (1987)
2642,1295,Superman III (1983),Action|Adventure|Sci-Fi
2119,1296,Maximum Overdrive (1986),Horror
3707,1297,Nine 1/2 Weeks (1986),Drama
3424,1298,Do the Right Thing (1989),Comedy|Drama
2352,1299,"Big Chill, The (1983)",Comedy|Drama
1663,1300,Stripes (1981),Comedy
2144,1301,Sixteen Candles (1984),Comedy
2915,1302,Risky Business (1983),Comedy
2301,1303,History of the World, Part I (1981)
2245,1304,Working Girl (1988),Comedy|Drama
3361,1305,Bull Durham (1988),Comedy
2132,1306,Who's Afraid of Virginia Woolf? (1966),Drama
372,1307,Reality Bites (1994),Comedy|Drama
1057,1308,Everyone Says I Love You (1996),Comedy|Musical|Romance
468,1309,"Englishman Who Went Up a Hill, But Came Down a Mountain, The (1995)",Comedy|Romance
175,1310,Kids (1995),Drama
303,1311,"Quick and the Dead, The (1995)",Action|Adventure|Western
425,1312,Blue Sky (1994),Drama|Romance
2757,1313,Frances (1982),Drama
2709,1314,Muppets From Space (1999),Children's|Comedy
3676,1315,Eraserhead (1977),Drama|Horror
157,1316,Canadian Bacon (1994),Comedy|War
1920,1317,Small Soldiers (1998),Animation|Children's|Fantasy|War
688,1318,Operation Dumbo Drop (1995),Action|Adventure|Comedy|War
511,1319,"Program, The (1993)",Action|Drama
2447,1320,Varsity Blues (1999),Comedy|Drama
1640,1321,How to Be a Player (1997),Comedy
3274,1322,Single White Female (1992),Action
491,1323,"Man Without a Face, The (1993)",Drama
852,1324,Tin Cup (1996),Comedy|Romance
2059,1325,"Parent Trap, The (1998)",Children's|Drama
3263,1326,White Men Can't Jump (1992),Comedy
1833,1327,Mercury Rising (1998),Action|Drama|Thriller
413,1328,Airheads (1994),Comedy
1888,1329,Hope Floats (1998),Comedy|Drama|Romance
445,1330,Fatal Instinct (1993),Comedy
1713,1331,Mouse Hunt (1997),Children's|Comedy
3,1332,Grumpier Old Men (1995),Comedy|Romance
234,1333,Exit to Eden (1994),Comedy
518,1334,"Road to Wellville, The (1994)",Comedy
1541,1335,Addicted to Love (1997),Comedy|Romance
276,1336,Milk Money (1994),Comedy|Romance
3063,1337,Poison Ivy (1992),Thriller
1880,1338,Lawn Dogs (1997),Drama
135,1339,Down Periscope (1996),Comedy
673,1340,Space Jam (1996),Adventure|Animation|Children's|Comedy|Fantasy
1021,1341,Angels in the Outfield (1994),Children's|Comedy
267,1342,Major Payne (1994),Comedy
455,1343,Free Willy (1993),Adventure|Children's|Drama
609,1344,Homeward Bound II, Lost in San Francisco (1996)
3287,1345,"Tigger Movie, The (2000)",Animation|Children's
471,1346,"Hudsucker Proxy, The (1994)",Comedy|Romance
3684,1347,"Fabulous Baker Boys, The (1989)",Drama|Romance
74,1348,Bed of Roses (1996),Drama|Romance
2146,1349,St. Elmo's Fire (1985),Drama|Romance
64,1350,Two if by Sea (1996),Comedy|Romance
252,1351,I.Q. (1994),Comedy|Romance
1100,1352,Days of Thunder (1990),Action|Romance
207,1353,"Walk in the Clouds, A (1995)",Drama|Romance
118,1354,If Lucy Fell (1996),Comedy|Romance
122,1355,Boomerang (1992),Comedy|Romance
3206,1356,Against All Odds (1984),Romance
1556,1357,Speed 2, Cruise Control (1997)
3543,1358,Diner (1982),Comedy|Drama
2463,1359,Ruthless People (1986),Comedy
2266,1360,"Butcher's Wife, The (1991)",Comedy|Romance
1588,1361,George of the Jungle (1997),Children's|Comedy
1381,1362,Grease 2 (1982),Comedy|Musical|Romance
3502,1363,My Life (1993),Drama
381,1364,When a Man Loves a Woman (1994),Drama
450,1365,With Honors (1994),Comedy|Drama
350,1366,"Client, The (1994)",Drama|Mystery|Thriller
467,1367,Live Nude Girls (1995),Comedy
378,1368,Speechless (1994),Comedy|Romance
5,1369,Father of the Bride Part II (1995),Comedy
424,1370,Blue Chips (1994),Drama
804,1371,She's the One (1996),Comedy|Romance
612,1372,"Pallbearer, The (1996)",Comedy
1390,1373,My Fellow Americans (1996),Comedy
472,1374,I'll Do Anything (1994),Comedy|Drama
432,1375,City Slickers II, The Legend of Curly's Gold (1994)
1463,1376,That Old Feeling (1997),Comedy|Romance
724,1377,"Craft, The (1996)",Drama|Horror
278,1378,Miami Rhapsody (1995),Comedy
315,1379,"Specialist, The (1994)",Action
2053,1380,"Honey, I Blew Up the Kid (1992)",Children's|Comedy|Sci-Fi
3248,1381,Sister Act 2, Back in the Habit (1993)
3056,1382,Oxygen (1999),Thriller
38,1383,It Takes Two (1995),Comedy
2412,1384,Rocky V (1990),Action|Drama
2798,1385,Problem Child (1990),Comedy
2906,1386,Random Hearts (1999),Drama|Romance
416,1387,Bad Girls (1994),Western
3130,1388,Bonfire of the Vanities (1990),Comedy
694,1389,"Substitute, The (1996)",Action
487,1390,Lightning Jack (1994),Comedy|Western
3360,1391,Hoosiers (1986),Drama
1285,1392,Heathers (1989),Comedy
3098,1393,"Natural, The (1984)",Drama
2261,1394,One Crazy Summer (1986),Comedy
3441,1395,Red Dawn (1984),Action|War
3846,1396,Easy Money (1983),Comedy
3308,1397,"Flamingo Kid, The (1984)",Comedy|Drama
2420,1398,"Karate Kid, The (1984)",Drama
1298,1399,Pink Floyd - The Wall (1982),Drama|Musical|War
2418,1400,Nothing in Common (1986),Comedy
2403,1401,First Blood (1982),Action
2247,1402,Married to the Mob (1988),Comedy
3423,1403,School Daze (1988),Drama
3584,1404,Breathless (1983),Action|Drama|Romance|Thriller
2473,1405,Soul Man (1986),Comedy
3331,1406,My Tutor (1983),Drama
2950,1407,"Blue Lagoon, The (1980)",Adventure|Drama|Romance
3689,1408,Porky's II, The Next Day (1983)
3690,1409,Porky's Revenge (1985),Comedy
217,1410,"Babysitter, The (1995)",Drama|Thriller
2313,1411,"Elephant Man, The (1980)",Drama
1003,1412,Extreme Measures (1996),Drama|Thriller
236,1413,French Kiss (1995),Comedy|Romance
237,1414,Forget Paris (1995),Comedy|Romance
1703,1415,For Richer or Poorer (1997),Comedy
2558,1416,Forces of Nature (1999),Comedy|Romance
2942,1417,Flashdance (1983),Drama|Romance
463,1418,Guilty as Sin (1993),Crime|Drama|Thriller
2779,1419,Heaven Can Wait (1978),Comedy
2154,1420,How Stella Got Her Groove Back (1998),Drama|Romance
2269,1421,Indecent Proposal (1993),Drama
3426,1422,Jungle Fever (1991),Drama|Romance
3040,1423,Meatballs (1979),Comedy
499,1424,Mr. Wonderful (1993),Comedy|Romance
719,1425,Multiplicity (1996),Comedy
1593,1426,Picture Perfect (1997),Comedy|Romance
3422,1427,She's Gotta Have It (1986),Comedy|Romance
195,1428,Something to Talk About (1995),Comedy|Drama|Romance
540,1429,Sliver (1993),Thriller
2875,1430,Sommersby (1993),Drama|Mystery|Romance
550,1431,Threesome (1994),Comedy|Romance
3152,1432,"Last Picture Show, The (1971)",Drama
2459,1433,"Texas Chainsaw Massacre, The (1974)",Horror
3590,1434,"Lords of Flatbush, The (1974)",Comedy
3506,1435,North Dallas Forty (1979),Comedy|Drama
3219,1436,Pacific Heights (1990),Thriller
94,1437,Beautiful Girls (1996),Drama
3614,1438,Honeymoon in Vegas (1992),Comedy|Romance
3686,1439,Flatliners (1990),Thriller
605,1440,One Fine Day (1996),Drama|Romance
361,1441,It Could Happen to You (1994),Drama|Romance
1457,1442,Fools Rush In (1997),Comedy|Romance
2262,1443,About Last Night... (1986),Comedy|Drama|Romance
3730,1444,"Conversation, The (1974)",Drama|Mystery
922,1445,Sunset Blvd. (a.k.a. Sunset Boulevard) (1950),Film-Noir
930,1446,Notorious (1946),Film-Noir|Romance|Thriller
2066,1447,Out of the Past (1947),Film-Noir
2186,1448,Strangers on a Train (1951),Film-Noir|Thriller
3364,1449,"Asphalt Jungle, The (1950)",Crime|Film-Noir
3683,1450,Blood Simple (1984),Drama|Film-Noir
947,1451,My Man Godfrey (1936),Comedy
955,1452,Bringing Up Baby (1938),Comedy
1180,1453,Hear My Song (1991),Comedy
905,1454,It Happened One Night (1934),Comedy
528,1455,"Scout, The (1994)",Drama
1237,1456,"Seventh Seal, The (Sjunde inseglet, Det) (1957)",Drama
3469,1457,Inherit the Wind (1960),Drama
901,1458,Funny Face (1957),Comedy|Musical
1208,1459,Apocalypse Now (1979),Drama|War
1224,1460,Henry V (1989),Drama|War
2550,1461,"Haunting, The (1963)",Horror|Thriller
846,1462,Flirt (1995),Drama
3548,1463,Auntie Mame (1958),Comedy|Drama
334,1464,Vanya on 42nd Street (1994),Drama
928,1465,Rebecca (1940),Romance|Thriller
906,1466,Gaslight (1944),Mystery|Thriller
144,1467,"Brothers McMullen, The (1995)",Comedy
3102,1468,Jagged Edge (1985),Thriller
3370,1469,Betrayed (1988),Drama|Thriller
1085,1470,"Old Man and the Sea, The (1958)",Adventure|Drama
2944,1471,"Dirty Dozen, The (1967)",Action|War
3405,1472,"Night to Remember, A (1958)",Action|Drama
2363,1473,Godzilla (Gojira) (1954),Action|Sci-Fi
3062,1474,"Longest Day, The (1962)",Action|Drama|War
2534,1475,Avalanche (1978),Action
3769,1476,Thunderbolt and Lightfoot (1974),Action
3726,1477,Assault on Precinct 13 (1976),Action|Thriller
1785,1478,King of New York (1990),Action|Crime
3197,1479,"Presidio, The (1988)",Action
3366,1480,Where Eagles Dare (1969),Action|Adventure|War
3836,1481,Kelly's Heroes (1970),Action|Comedy|War
494,1482,Executive Decision (1996),Action|Thriller
2544,1483,"School of Flesh, The (L' École de la chair) (1998)",Drama
3943,1484,Bamboozled (2000),Comedy
1922,1485,Whatever (1998),Drama
1041,1486,Secrets & Lies (1996),Drama
1176,1487,"Double Life of Veronique, The (La Double Vie de Véronique) (1991)",Drama
1657,1488,Wonderland (1997),Documentary
3554,1489,Love and Basketball (2000),Drama|Romance
3949,1490,Requiem for a Dream (2000),Drama
957,1491,"Scarlet Letter, The (1926)",Drama
2936,1492,Sullivan's Travels (1942),Comedy
2922,1493,Hang 'em High (1967),Western
961,1494,Little Lord Fauntleroy (1936),Drama
1976,1495,Friday the 13th Part 3, 3D (1982)
3012,1496,Battling Butler (1926),Comedy
3096,1497,My Man Godfrey (1957),Comedy
3022,1498,"General, The (1927)",Comedy
3244,1499,"Goodbye Girl, The (1977)",Comedy|Romance
1235,1500,Harold and Maude (1971),Comedy
921,1501,My Favorite Year (1982),Comedy
3088,1502,Harvey (1950),Comedy
2747,1503,"Little Shop of Horrors, The (1960)",Comedy|Horror
1297,1504,Real Genius (1985),Comedy
1937,1505,Going My Way (1944),Comedy
3462,1506,Modern Times (1936),Comedy
1281,1507,"Great Dictator, The (1940)",Comedy
933,1508,To Catch a Thief (1955),Comedy|Romance|Thriller
2208,1509,"Lady Vanishes, The (1938)",Comedy|Mystery|Romance|Thriller
3349,1510,"Perils of Pauline, The (1947)",Comedy
3640,1511,"King in New York, A (1957)",Comedy|Drama
2065,1512,"Purple Rose of Cairo, The (1985)",Comedy|Drama|Romance
946,1513,To Be or Not to Be (1942),Comedy|Drama|War
2870,1514,Barefoot in the Park (1967),Comedy
3028,1515,"Taming of the Shrew, The (1967)",Comedy
3200,1516,"Last Detail, The (1973)",Comedy|Drama
2935,1517,"Lady Eve, The (1941)",Comedy|Romance
2780,1518,"Raven, The (1963)",Comedy|Horror
3341,1519,Born Yesterday (1950),Comedy
3821,1520,Nutty Professor II, The Klumps (2000)
3429,1521,Creature Comforts (1990),Animation|Comedy
3787,1522,Shower (Xizhao) (1999),Comedy
3159,1523,Fantasia 2000 (1999),Animation|Children's|Musical
28,1524,Persuasion (1995),Romance
3286,1525,Snow Day (2000),Comedy
2817,1526,Aces, Iron Eagle III (1992)
3121,1527,"Hitch-Hiker, The (1953)",Film-Noir
1299,1528,"Killing Fields, The (1984)",Drama|War
3340,1529,Bride of the Monster (1956),Horror|Sci-Fi
154,1530,Belle de jour (1967),Drama
3111,1531,Places in the Heart (1984),Drama
3727,1532,Near Dark (1987),Comedy|Horror
1231,1533,"Right Stuff, The (1983)",Drama
2206,1534,Suspicion (1941),Mystery|Thriller
1086,1535,Dial M for Murder (1954),Mystery|Thriller
3167,1536,Carnal Knowledge (1971),Drama
3271,1537,Of Mice and Men (1992),Drama
3760,1538,"Kentucky Fried Movie, The (1977)",Comedy
3844,1539,Steel Magnolias (1989),Drama
1680,1540,Sliding Doors (1998),Drama|Romance
2071,1541,And the Band Played On (1993),Drama
3203,1542,Dead Calm (1989),Thriller
1130,1543,"Howling, The (1980)",Horror
3230,1544,"Odessa File, The (1974)",Thriller
2344,1545,Runaway Train (1985),Action|Adventure|Drama|Thriller
2926,1546,Hairspray (1988),Comedy|Drama
907,1547,"Gay Divorcee, The (1934)",Comedy|Musical|Romance
3599,1548,Anchors Aweigh (1945),Comedy|Musical
3498,1549,Midnight Express (1978),Drama
1300,1550,My Life as a Dog (Mitt liv som hund) (1985),Drama
1946,1551,Marty (1955),Drama|Romance
2637,1552,"Mummy's Hand, The (1940)",Horror
2650,1553,"Ghost of Frankenstein, The (1942)",Horror
2178,1554,Frenzy (1972),Thriller
2183,1555,"Man Who Knew Too Much, The (1956)",Thriller
1333,1556,"Birds, The (1963)",Horror
2867,1557,Fright Night (1985),Comedy|Horror
3169,1558,"Falcon and the Snowman, The (1984)",Drama
1348,1559,"Nosferatu (Nosferatu, eine Symphonie des Grauens) (1922)",Horror
2565,1560,"King and I, The (1956)",Musical
2941,1561,South Pacific (1958),Musical|Romance|War
927,1562,"Women, The (1939)",Comedy
3546,1563,What Ever Happened to Baby Jane? (1962),Drama|Thriller
1699,1564,"Butcher Boy, The (1998)",Drama
3110,1565,Country (1984),Drama
3504,1566,Network (1976),Comedy|Drama
3681,1567,For a Few Dollars More (1965),Western
3018,1568,Re-Animator (1985),Horror
949,1569,East of Eden (1955),Drama
2674,1570,"Loss of Sexual Innocence, The (1999)",Drama
2612,1571,Mildred Pierce (1945),Drama
1272,1572,Patton (1970),Drama|War
931,1573,Spellbound (1945),Mystery|Romance|Thriller
3693,1574,"Toxic Avenger, The (1985)",Comedy|Horror
3019,1575,Drugstore Cowboy (1989),Crime|Drama
2921,1576,High Plains Drifter (1972),Western
3733,1577,"Paper Chase, The (1973)",Drama
2983,1578,"Ipcress File, The (1965)",Thriller
565,1579,Cronos (1992),Horror
1061,1580,Sleepers (1996),Crime|Drama
1152,1581,He Walked by Night (1948),Crime|Film-Noir|Thriller
3204,1582,"Boys from Brazil, The (1978)",Thriller
3935,1583,Kronos (1973),Horror
1017,1584,Swiss Family Robinson (1960),Adventure|Children's
3587,1585,Inferno (1980),Horror
2467,1586,"Name of the Rose, The (1986)",Mystery
1183,1587,"English Patient, The (1996)",Drama|Romance|War
2932,1588,Days of Heaven (1978),Drama
1464,1589,Lost Highway (1997),Mystery
1295,1590,"Unbearable Lightness of Being, The (1988)",Drama
2303,1591,Nashville (1975),Drama|Musical
1895,1592,Can't Hardly Wait (1998),Comedy|Drama|Romance
2432,1593,Stepmom (1998),Drama
837,1594,Matilda (1996),Children's|Comedy
3712,1595,Soapdish (1991),Comedy
3597,1596,Whipped (2000),Comedy
2796,1597,Funny Farm (1988),Comedy
3387,1598,Who's Harry Crumb? (1989),Comedy
2379,1599,Police Academy 2, Their First Assignment (1985)
2471,1600,Crocodile Dundee II (1988),Adventure|Comedy
2380,1601,Police Academy 3, Back in Training (1986)
2383,1602,Police Academy 6, City Under Siege (1989)
2382,1603,Police Academy 5, Assignment
1835,1604,City of Angels (1998),Romance
863,1605,Celestial Clockwork (1994),Comedy
155,1606,Beyond Rangoon (1995),Drama|War
2239,1607,Swept Away (Travolti da un insolito destino nell'azzurro mare d'Agosto) (1975),Comedy|Drama
824,1608,Kaspar Hauser (1993),Drama
2682,1609,Limbo (1999),Drama
1172,1610,Cinema Paradiso (1988),Comedy|Drama|Romance
3091,1611,Kagemusha (1980),Drama|War
3649,1612,American Gigolo (1980),Drama
2474,1613,"Color of Money, The (1986)",Drama
1251,1614,8 1/2 (1963),Drama
2732,1615,Jules and Jim (Jules et Jim) (1961),Drama
3467,1616,Hud (1963),Drama|Western
